id,text_clean,polarization
eng_3945386fb011f3e8cf887426cbdd4c28,immigration policy fuel child labor,0
eng_d5a2fea439efacd4f3d8007f38206225,not election fraud,0
eng_635bab30ca24d1cc2553af8e60f18aed,often bech cking voter registration status,0
eng_9cbbfca56ce9e5c4098956202b4b8ea6,private immigration detention harm new,0
eng_97623cbb4e4cf4872e30887818f47036,qatar play vital role fate hamas hostage,0
eng_48653bfaa99c963396453f3b126c0c55,watch donald trump town hall,0
eng_dbf6e9f07f6e2cb0db6d12003b65c224,worried democrat bidens bad poll,0
eng_109a229ce3e6f59df49024087f6a58d9,hugh chatham health receives 2024 woman choice award,0
eng_9c64448117359b5171015cee0f71c100,huh civilian casualty much low invasion,0
eng_3a4d35910f7e4403048ed0d6e7bd8565,hundred rally downtown binghamton ceasefire,0
eng_cb8bdc89c75fde396778f787f2527648,hungary pm orban say speak putin urge immediate ceasefire ukraine,0
eng_8a04c91763c0aa99c52aef2caa620b54,hunter biden accuses republicans weaponize drug addiction rare op ed,0
eng_0a66001a5c61367ce476456ea0e5e009,hunter biden defies gop subpoena blast impeachment,0
eng_2242f8919b3dd02042304727d4f3d90c,hurst mayoral campaign accuse voter fraud base,0
eng_07b7c5335da8318fe4bc1c9b3f56ad12,hutchinson shuns firework first gop presidential primary,0
eng_daf083e97f7b96bbaa993fb86a720dac,agree not anyone demand recount start,0
eng_87675eae8c779cb286d039891649c70e,rag refugee rwanda,0
eng_9bf2087a9a8834eef1fb41aac03ad116,truly sadden concerned officer testify beating sustain j6 insurrection please pray,0
eng_390abdae9814517aace1fff0d943892a,not wait next series border security australias front line,0
eng_74485b17cc61d61ca086fcf02b1090bb,not stop watch videos kamala harris,0
eng_ba831b92bfc19e7a3188f8edfd62457b,disagree ion think west bank thing,0
eng_d5d91ff3f1853289962b05bc5ae881b5,not believe invasion happen anyone send military aid ukraine become belligerent,0
eng_07bbf06f8b7ca313f2fd976634a71c25,not believe hostage release would end issue netanyahu state clearly wipe hamas seem code everyone palestine lebanon syria yemeni,0
eng_7bd296c9242642da49eca3d1cec2a21f,not believe try maximize civilian casualty hamas clearly though,0
eng_c0a905fae31d9037d7b35e9e82c81160,not ever want hear phrase defund police like ever,0
eng_6d91ffaa70c2f9907f1e5f4423c8e323,not recall nra member stop one either,0
eng_717f3f5e25bb988c8b352d37c7d3b0d7,not think donald trump presidency,0
eng_91c796dd7d117e524a793b0244b168e8,not know tell hell use child human shield way technically someone guard body xd,0
eng_a29548458fb89f2f73d32bbd104a8056,help elect 3 republican wisconsin supreme court,0
eng_fea429994539f1f41ce23c621ae1b6b4,hope hamas see bro,0
eng_113734445f66468f9bbc39dc88d269c9,know kamala harris squirt,0
eng_38652f0ad22bc49c76cfb72737c1f937,mean even apologize call israel apartheid state even not rate long run,0
eng_426edfa5b71238717dcb54fad354f37d,mean democrat might well actually start advocate open border not think would make difference,0
eng_e6c82df8f9df06ccb76ab49959acb75c,never imagine kldr supply russia military aid world really change,0
eng_8f29d4bca58ef804371b2b5994acbc76,never think id agree mike penny,0
eng_dbc28fd3e002990a568fabf3b40a0316,pray ceasefire ukraine,0
eng_7eaaff99a8890c56f1409cc576b729cb,see someone call aaron rodgers breitbart starrgtf moe,0
eng_5a0e7b59e3624eb67bae917bad9ae584,suggest look socialism,0
eng_097e8c99674571abe8f148859b7fa2b1,think people not bluesky really really underestimate danger january 6 not real insurrection people,0
eng_aceb20502268744f383bfbf29e9d4b8b,think swept office allow whole series thing politically costly past skeptical politics change enough voter fraudsuppression overcome backlash come,0
eng_72540d1085aef8eba392383cad4ab32e,think may enter golden age amazing propaganda elon maga trump propaganda,0
eng_a11756d7cd5365e0fefaea6baa3bbc5f,thought say go build iron dome missile defense shield east coast put herschel charge thehill compolicydefen,0
eng_2d0ba14480bda5fa38d5e0696423bc57,think head u iron dome project,0
eng_835e82a3053b21cfcbc38e5d6a85ee71,totally agree statement think filter bubble lot frequent highly partisan area wonder swing state like wisconsin experience less filter bubble due diverse viewpoint uwj201 317,0
eng_0fbf1b878067d7b81a1365c765d053da,wish ukrainian get amazing iron dome missile defence system seem protect israel well past,0
eng_53b24ea807b20e7bb8751b658027c8bc,would help refugees around world,0
eng_75018823570326330e9b2f91e05a9eb5,write illegal immigration ironic huh,0
eng_d64cb48aa9d2674f131d8204b236fb48,iaf intercept missile fire yemen idf commander injure west bank vehicle explosion,0
eng_115aa1ec7081c4a1eb89e37c092138d1,ice cream ice cream ice cream,0
eng_63d42d647d13e99412ae018cc291bbb3,ice fiveee ice five ice fiiiiive ice five,0
eng_c5405123b39a05d7389ee06a0338ef3a,ice ice ice lipton ice tea keremliptonicetea,0
eng_6e6212db41ec946d01ba7032f564d3fc,ice ice ice lipton ice tea theb rsinbirthday,0
eng_a33c476b8b41c4d38d7260d6cd20458b,ice knowyourrights immigration immgrants lamigra humanrights holdtheline,0
eng_8d3210e44ec8734c748e4ed1557f4373,ice storm coat part north dakota lead vehicle accident,0
eng_f50030d74497a5ef30ba554d7afe6617,idaho join move wake capitalismthe lewiston,0
eng_31d2b0d0417e5d1b2e36bee12b12f8ed,idf attack surgically terrorists hamas,0
eng_cbc88cbb5a8e0dd2c8a90325469be25c,idf ground force take hamas stronghold northern,0
eng_2d1f3cf30ae8a3e03f934d4c75e4cd38,idf accuse kill idf investigation independent,0
eng_d825485f28497fe713ab4356096c51ba,idf kill terrorist parade shani louks naked body,0
eng_7498655799d5e4576b157c9f26e90fe1,idf present evidence misfire gazan rocket cause,0
eng_9b040a34fc8ea66733ad3d3da31e0744,idf say capture hamas parliament,0
eng_a903e629b12f4821d5eff73ee39de261,idf finish mission kill,0
eng_6b9dea2827e148b8a07fac0334dc954a,idkshes take musk h1b visa not part anti immigration stance,0
eng_6c3cf44fd648052579897a417d1f6ac1,remember specific time nato expansion along expert west,0
eng_ddcbc706319b200e62f19f4524639b3f,think jewish state racist would call palestinian state without jew,0
eng_4dae59235961e5c90705ddbab0e8c78a,zelensky dy might cry,0
eng_dfc12f015c0f8c51a93196fa60dfb793,ill watch msnbc elon buy pretty much way lol,0
eng_c8240fd67d39f27014a3a47dff016f5f,illegal immigration secure right constitution,0
eng_bf4cbed3e03d7c62a75d22f3c204abab,israeliamerican attend brandeis,0
eng_0df602e9d67d2dabc043f61a0d89a6ce,not snowflake ice storm,0
eng_6ec73815008494b8c48125690dc5e6dc,not west bank thanks,0
eng_bf9100854faf3ea5c2f3a379a597d94d,not sure he fail border security stop people,0
eng_301ca8e5ab6cfc33b83675ecb74ca547,image maker however turkey host hamas,0
eng_79202d286b5dedab8c2f06001c763ee6,imperialism colonialism problem,0
eng_fec9213145525b2556f21bd811c6b082,rare action israel u say extremist west bank,0
eng_64fa6b7a7ac9854d09b77dacf7d3839f,aggregate true not want rejoice collective punishment anyone include vulnerable compatriot,0
eng_7d87f02009157274b3654e036fbd6c9c,court michigan republicans tie elector plan trump,0
eng_b9fe06ee3ae9f8b27b132c040b53cf48,first israeli soldier centcom marine train,0
eng_100c9f2c9c99ee2bbfc17c65ced61eb2,france pope slams alarmist propaganda fuel,0
eng_ad8f1f73f9c74dc321ab14700bf6a9c5,rusi paper regenerate uks airpower edge within nato br0nk bsky social argues invest uks typhoon f35 fleet key enhance natos deterrence russian aggression,0
eng_d7535adc594c9a30d3ca4abb806f0ce8,potential israelhamas hostage thailands stake,0
eng_39de1bdc933499da9b16f4fb09ac10c8,shelter little girl red alert siren blast central israel least 1 rocket fire yemen intercept thank gd iron dome,0
eng_8b18460607d699232a966fb9fcca6c59,time antiimmigration paranoia necessary reminder come u,0
eng_e5cacc77e7cf4f3e3d1e0ea7302ae0d2,feature talk dr ahmet kuru discusses grow alliance populism islamism nationalism muslimmajority country like turkey egypt saudi arabia iran malaysia watch youtu besqrnycgldxy,0
eng_5bb613d4a093d8380520bf8a89ab615d,winsted republican declare decisive board,0
eng_03e5cfdb653d5f16997c798784635ed2,indiana treasurer invest 35m israeli bond amid war,0
eng_2b2136831f57f443ca436ccac71fd539,inside simmer feud donald trump fox,0
eng_2935fb66e209cd14d963a535bddbe4b9,interest continuously insist open american not want open border deport illegal crossers merit base entry broadly popular,0
eng_1d3f56d361cd5ef9e120998200bd8932,intruder shot kill fort smith police report,0
eng_b60229df00bc6e869535c0d70eb41158,investigation suspect eight driver license,0
eng_a061539ace9afd220b62cd57e9090d3d,iowa 2024 gop caucus train begin roll without trump,0
eng_545a3861c2adb278bb02a08fa4a44912,iowa poll show plurality gop caucusgoers want trump,0
eng_1bcdf7863492396186255bebf2f591aa,iran also blame hamas attack say inside,0
eng_030d568746ae8cb1dedcd5750f785adf,iran tormentor u presidents test joe bidenthe christian science monitor,0
eng_41579f7e610fe78b9c266dc68b7e27d1,iranian missionary work reach refugee,0
eng_8cadcc19dca05d8d4f925849b3cfc73c,iraqi delegation discuss border security need syrian new administration,0
eng_ad8bff0e836f4ddbe752106e78810604,iron dome get nothing lazer,0
eng_6eea39bb9ca7e79f84ed8b398b12ce81,iron dome make israel refael country size ukraine would need several hundred system not exist,0
eng_edf4d425e75d26a75865f0a77f60e3dd,defend imperialism dnd chat,0
eng_f9c59103cde897ccc36daf5f810c2fd1,emission reduction really radical leave position,0
eng_7705beb2b94be54987d4141b32a81736,fox news really try oppose trump,0
eng_dfc4424e90160fa84fb5310adbf295e3,maga mara maga mara,0
eng_802e3a9c0f6634c97c2a563017b0d561,really radical left leave,0
eng_4b566212f91219d8db5fc72518212d2f,joe biden still president no current adminstration,0
eng_51786decf375709eaa822218f448200e,plutocrat arm industry socialize cost nato expansion,0
eng_bb59220a3aa0c5b1770306f99c847998,even one case adjudicate voter suppression,0
eng_71a3dffbb9e5184777fb2faeccea849e,isanti sheriff office investigate spencer brook township death,0
eng_a016e942acaf85c6ad12d43e53f5634b,not shadow cabinet tantamount insurrection,0
eng_13e3b67f57274fe6c32e87dca05448b1,not imply position not pro education not anti immigration,0
eng_b3c76b36a4eae211eb07226cb91df77d,israel approve hamas free least,0
eng_b5c9f24e97871290bd9ce96aa31ef9cd,israel war hamas launch surprise attack gazanew york daily,0
eng_d98e404d090dd82dcd1e8ecb93107b3d,israel declare war hamas uaa political,0
eng_5734dfd46a144dcb21c354a0edcf1f86,israel enough weapon wipe gaza not roughly 25k civilian die 15k terrorist israel precise weapon warn civilian leave danger zone hamas use human shield,0
eng_52c4f76fd4323e191a118f7c2b94b4e1,israel idf netanyahu benjaminnetanyahu icc gaza palestine genocide,0
eng_0d802566d396f7fa5db806afe5900a64,israel attempt genocide complicitthe maine campus,0
eng_8637bb1df383d5ad38df085bd367ed38,israel never annex west bank not 1967 nor last year,0
eng_ab482a4aad8a594d588ab4e49f3d611e,israel say war hamas launch surprise,0
eng_c1dbc59827a932a6b9e9cfb3c81a3f62,israel settlement plan year live gaza spiegel research israeli army systematically destroy city expel population northern gaza prepare ground military occupation possible construction new jewish settlement,0
eng_819a7cd386950cb9b398095a725f3773,israel slaughter palestine ignore gaza,0
eng_de29b734fe22522e1feb6e1e043db437,israelhamas war brings renew sense purpose,0
eng_17bde4509f6827a979d61cbc2067927b,israeli adviser meet u official war,0
eng_dcdc0af48382eafa3a57467120acb121,israeli american flag outside ku aepi defacedthe university daily kansan,0
eng_48005905241fc92d716826dad998095d,israeli palestinian supporter rally across u,0
eng_789191ae3e9c3a9c6de6565559820379,israeli bedouin lack government protection fear,0
eng_cd17dff086a6c96d10011bc7647e652e,israeli consulate miami show hamas attack,0
eng_930174fa3e4d20ab7c68d8b8533a06e9,israeli cybersecurity firm open regional hq tampa,0
eng_d7b0d8488b3c623cc0c6055f37240926,israeli dairy farmer slaughter hamas milk,0
eng_10c4f72a4c5a55f3546ba83074d11c87,israeli expat plan protest netanyahu n atlanta jewish,0
eng_8285ac5b29d9b5b5870dba3dee56b3fa,israeli flag sign steal wilton yard,0
eng_912bfaca4c4479cd737e057afe2933e0,israeli hostage recount beating death threat,0
eng_add57f27215ed616490ea24209067175,israeli pm netanyahu vow crush destroy hamas,0
eng_526dcdfb8c73b37858829b33ff2ab9af,israeli shlichim bring taste israel camp seajewish community voice,0
eng_5f944e417fcafbd3732c6a5ee511c878,israeli sniper shoot palestinian boy occupy west bank,0
eng_e779a9efddf9bcd79602bcde20ecd188,israeli supreme court hears first challenge netanyahus,0
eng_3f1ea7225bfbb9e5056c2a96f9f8b941,israeliamerican soldier kill gaza buried mount,0
eng_c55bda42500cf7baefb7cca96f97af25,israelipalestinian conflict brings fear stress,0
eng_4978eed45f585947eba70a4e883f0467,israelis jew around world tell vigilant today,0
eng_0ab3438d28f6e6185b2c75ea8d8a27fd,israel enemy not much member hamas terrorist organization anyone identify palestinian entire palestinian national identity forge 1948 nakba reverse nakba ie destroy israel one goal,0
eng_70389bc1e3977df57200bbe06a97202d,also end get use mean socialist general leave lean even generally neither,0
eng_b80aa667ea82bf90bd1d2d2bbb841e5b,military aid like lendlease help ussr ww2,0
eng_8022be1f2d8389c7191b17529516ed95,not resistance xenophobia,0
eng_5079f54d768179b0297bc4f4bc0a8f8c,trumpism basically yeah,0
eng_545009964fa85ab3aba086263bdd1f06,never go well u aid mostly iron dome passive missile defense iron dome really expensive hot war cheaper,0
eng_dca919dba899a600aeb427723870b25c,wad never protect conservative value ffs,0
eng_fc3a822117b77e89490822dedceb9cc5,56 percent jewish state 56 percent amount whole coastline except arab port jaffa fertile wheat country galilee tiberias also jewish state would contain 500 000 palestinian arab,0
eng_cd7558778647c75e88ae96b877f52de8,not increase asylum seeker,0
eng_099cec4fd2212d0a0f1ed1b7205a0ace,real skill shoehorn cromwell ukraine invasion say,0
eng_bb835d9a7c4351978375ffe1aecfe664,shame not indict sentenced prison election interference,0
eng_93e934ae6fb5862d6594f38c89f99012,anti immigration legislation cause,0
eng_7aed13a7697be5ab0a0e70f5768faf1e,early voting debate,0
eng_567bd6b9619321c8b9d8dac7de2aa200,like gun control not work,0
eng_35af114eda87469b26996e51d986a34d,not late gop dump trump,0
eng_4bed599e468204a51b06a0ddc1752d17,see conspiracy theory already zuckerberg hell,0
eng_bc59e69a8b9bea2b450419a87ade01db,jack kamala harris sample,0
eng_0b59491b09ba7b5fb6a74bf844b6129a,jack smith take case donald trump straight supreme court,0
eng_454f9afd3b4bd2b22fc907d536173536,jack smith take case donald trump straight supreme court mean,0
eng_342c17bbe4d847099049f3e42ee7136c,jackson mayor among ask stricter gun controljackson progressargus,0
eng_47d695620f1d691ced2d41e1dee47b4a,jamie raskin talk impeachment future democracy,0
eng_fe52ddbb245069d1fee4754c0f2a4842,jen poll early vote not mean vote,0
eng_ff08cb16b4ef4f0f72dd4fbeb60eff4a,jeremy taylor respond wifes voter fraud,0
eng_e2ac9f393e183583fe89025d8b23ede8,jesus speak aramaic would regard judean would not regard arab palestinian palestinian national identity appear 20th century,0
eng_72eb7ba01b7ecf79f6c671e309f4d0f4,jesus andy richter not aoc,0
eng_7083d6757c696d9dcf87f6370a6214c8,jewish man death confrontation israelhamas war,0
eng_37c26465bf149692a04d536db520ee27,jewish resident respond antisemitic propaganda,0
eng_8e8afc9795eba04e9887d5b094691d86,jew palestinian u fearful hamas,0
eng_8f9bdb9206c552951fb1d69a4011548b,joe biden donald trump deadlocked,0
eng_508f94a3ff3ced1628e6f5dd148ce2a8,joe biden donald trump reignite obamacare debate,0
eng_3437d528efd639da48ef47fff160aa28,joe biden announces first fund jackson water system,0
eng_e7188c55d2d99c76b62f6d7837c4f753,joe biden get mexico give 1 5 billion border security,0
eng_ba055b0a1660eebc64cc35f710c8d97c,joe biden make emergency weapon israel,0
eng_b4b7fcc84964d68067580a668e13db73,joe biden still time sayin,0
eng_a85515ee1569cb18d0cb39086287f8ec,joe biden visit arizona tout inflation reduction,0
eng_af8106487d451e38805786fd1e7f2dfe,joe biden resign next kamala harris,0
eng_52ad3f4ab2fa4a2f608c83c7f1a20077,joe biden kate gallego announce new plan combat,0
eng_a094f611b02a5cb6036de416923f0c20,joe bidens audacious gamble bidenomics,0
eng_ba0ecac0255321c9b893e7ef9db756ed,journalist kill west bank palestinian authority raid sayidina comjournalistk journalist kill westbank bank palestinian,0
eng_847f8cc79ef754d1a286cd3b46940ec9,journalist lisa ling land 9 year cnnthe spokesman,0
eng_915f523315ba470d353e3dde31bec674,judge fine donald trump 10000 violate gag order,0
eng_6d9b9237c730945828f90f02e5ad428a,judge donald trump ny fraud case rebuff request,0
eng_7efdff547583cca60d9910d841645975,judge sanction eku delay failure,0
eng_066cab40fd11110ea5fcc67d3495b798,follow neighbour singapore basic thing border security enforcement,0
eng_af631def00641de6155dd70b64472fbe,demand ceasefire russia ukraine pak coas general bajwa,0
eng_010eb487de28315e699122609848e701,small calculation ukraine militaryaid u provide 174b worth military aid total 330m population denmark provide 7 2b military aid 5 9m population finland provide 2 3b military aid 5 6m population denmark 1268 person,0
eng_93b6db09712883c74b11db56c94eb329,annual reminder bird not real surveillance system santa deep state merry christmas,0
eng_91ed2010f1f11cc77c6295b1d7fb4683,jvp not demand ceasefire endorsement,0
eng_0ad8ca84bb8beaecff55894d5247d886,jvp not demand ceasefire endorsement official,0
eng_e0f4e3e583e3651a9eeeffbe9628791c,kamala harris come seattlenorthwest asian,0
eng_740f8ce384bb353519e82f048544f622,kamala harris lead effort promote safe ai,0
eng_69001240c71aae92dd3651aa6820ecac,kamala harris mobilize young voter nau,0
eng_94ff848372f6ee64cba68d640a1a2331,kamala harris refuse debate desantis new florida,0
eng_d33841ac7fcdc7ae3be15a2fbe160172,kamala harris time convince doubter,0
eng_2287a13528dc43220f06c1c2b8ec2769,kamala harris host eiduladha celebration white,0
eng_f63a76594237671603a80d3eef1340fb,kamala harris visit houston hispanic outreach,0
eng_fccce07f72a29407e2400d95c28f4f7a,kamala harris visit dorchester union worker meet supporter,0
eng_06a4b4c509635bf4175a74e7556d0cc5,kamala harris potus amendment 14 section 3 congressional jurisdiction invoke 01182025,0
eng_5ee7a46a85b5d1bff8b1f089755c6b8e,kamala harris election,0
eng_5c0e3afe3297cc60d0be18d7bf694938,keep pressure military aid slow government,0
eng_67055f274af54f8bee52a171917ecf87,ken paxton not testify impeachment trial defense,0
eng_e0159642973142eb761311f3c3e19644,ken paxton lawyer test limit impeachment trial gag,0
eng_ee0b8374f4db3d97b8961c100419baf9,ken paxton office request back pay impeachment,0
eng_3940809582d9e75230b7493940e46f6b,kensington evangelical challenge fischbach gop nodalexandria echo press,0
eng_23c40f7b3ee237c1ac981d5b45ef28be,kentucky state police investigate fatal crash adair county,0
eng_fd4600d6fd1910a2072ff33b2d5cf346,kill civilian purpose war crime even use human shield,0
eng_c041c6596cdf52dcad3372f3ffdf8a16,kim jong un meet putin u inflation higher expectedfinancial,0
eng_2dfa846138875e78b7dabb094ea924a5,kim jong un vladimir putin meeting expect come,0
eng_e0492c939ad09cb2b29b1f2aa279230b,king coal highway open date announce justice department,0
eng_8c06507d47031f5942c7f041ecf5578a,kokomo lawyer recount experience marine corp,0
eng_4f1f15b10d6501e00bfcf791b6711ff8,k democrat seek change search warrant law kansas city star,0
eng_35b03e25b07d19c313bbe460677bc5ea,ky gop leader damon thayer not seek,0
eng_6a72dffc6c50f04b7cdef25da277cad2,kyiv independent nato take lead coordinate western military aid ukraine reuters report nato assume responsibility coordinate western military aid ukraine nato security assistance training ukraine center reuters report december 17 cite,0
eng_299a5c34401027b9c2cc99f099d8ec6c,lady mill basin raise 30k israeli childrencanarsie courier,0
eng_3216d0346ad5abc8fa88b258ea586c28,lansing mayor propose gun control measure,0
eng_cdf6b1808064b7e742f1936ae5e30411,larimer operate new landfill without republic service,0
eng_ac626ee4768055bbcdf6606ba0ebe5ed,latino texas democrat house push back white,0
eng_a3dd84655bd7ae18afe35c69d2507fb9,lead paragraph nato take coordination western military aid ukraine united state plan move widely see aim safeguard support mechanism nato sceptic presidentelect donald trump,0
eng_998e275beccd4f20752282a6faf6bcf7,leahy address hamas attack israel,0
eng_5b93306d37e520597816c27303586be4,lee gop call creation state sovereign,0
eng_3832257860cc504eea5e9d9d80665830,legal immigration fine illegal immigration wrong,0
eng_c78ca0e77857ebb6968e9b8d77563297,let u 2016 recount razorthin margin swing state need verification,0
eng_0f6cb2a4d2c6bb589534bd47da065622,let u not forget jimmy carter describe israel apartheid state 2008,0
eng_ed294e013eff77df753c6aa313a2df90,let u not normalize imperialism sideeffect part many western academic medium normalize russian aggression authoritarianism imperialism colonialism,0
eng_a772352444a12432e9f6ef992fc37a9b,let u talk southern border security usa tackle usa issue world,0
eng_7d7a78fbd50e92397482662e2103e443,life hack wear ear bud walk door poll place not hear beg vote vote,0
eng_2f50491d0050598e62e4227d500d6c94,lincoln project ad blast republicans support trump,0
eng_1a1c1823353834bebd4717475c1320a9,local dem gop leader condemn political,0
eng_bd60cc61623951313cc33fa48e0ef7aa,local gop chair weigh trump indictment,0
eng_1d7fd74d71bd321a324adbeb91ff38e5,local gop congressman back inquiry explore,0
eng_8098c67f7eaac68b027ca048af4f888e,local rep duarte mcclintock vote impeachment,0
eng_21245856ad30301f81389a2ea68a19f1,local republican meet governor,0
eng_a5f34a5db504fc4801152156897b2c4d,local woman get death threat fly trump maga,0
eng_584aedc41cfa1a679d67c65e041622bf,logan hyrum city general election recount resultsthe herald,0
eng_9096f003456bae6709012e005853a18c,london stand together deportation one sadio mane,0
eng_019f61be6c41625a193ede4ca3ed729d,los alto council meet serf forum israelhamas,0
eng_da3b83c67740599170dbf8a09f29413b,lose moment 1990 british rap improve brain fool ohho read middle east trade hostage release bald give hair get straight trouser give flare,0
eng_d3541c22c8bcbaa640b10842ef6dd313,lufkin officer fatally shoots woman call 911,0
eng_e146ebe60aa6b09b8119e115d268c8aa,madison police department investigate report incident,0
eng_6f6c4c8e770d254de8c3ab70401155d0,maga republicans vs maga democrat microsoft amazon google apple,0
eng_1dcf431caebdff79132e4d2fab874155,magill condemn hamas distance penn palestine,0
eng_9f221acc0d0e47a623011cd8eaa15ce2,magistrate preside donald trump court,0
eng_312041e208a9399c5de0ea147e97335e,maine shoot israelhamas war u airstrikesthe grand island independent,0
eng_d2cd5472b3ee3360c8e12afc10f5702f,many iowa gop caucusgoers trump poison,0
eng_bd9814eb92b344492312c03ddee5130c,mark get investor help buy fox news,0
eng_f8b7f89641e6fcc85c67897c86367279,market protection job creation socialism v socialism,0
eng_5f42b83b70ff9fa98b99c5dcf0abd22a,martie farm service sell customer,0
eng_7e5311dea70905a7f814700415b02365,massachusetts face migrant crisis labor shortagethe berkshire eagle,0
eng_ce6d72d1f37e31b0e8f5db921a64ab64,maybe blue state not give tax federal government see well play,0
eng_12b14b6d3732ee72732c7bd242e0ace7,mayor adam tough talk migrant crisis destroy nyc,0
eng_3e100a4d5c10bf226ded963d76946d5d,mayor chip price stress economic growth siler city,0
eng_6e7dc600e36f6c4768fadff0ebb1a77b,mayor name hawkins interim police chief,0
eng_5f162667fba6e20575ab7a9f234426d6,mckay talk politics ascension gop roundtablethe advocate,0
eng_1d51ff09510c50bfdc5cc94b1d7a8faa,meagan wolfe fire symbolic wisconsin republican,0
eng_51e7a46c113d1acd89738cebe97440b0,meet new burn police chief,0
eng_4bb91a7bae2121fa10a19afd13cff20a,memorial service lura beth nichols white announce,0
eng_d3453a1e5d335a8ba2dd4e2f6a7300aa,mexican korean chinese colombian israeli,0
eng_82695d5157c1ed8d89ae3ef3ae2b615a,middle east crisis live benjamin netanyahu travel cairo talk gaza ceasefire say report,0
eng_d6623d3307f3864dee4fde0a31e0dd1d,middle east crisis live netanyahus spokesperson denies pm visit cairo expectation build ceasefire deal highlight france raise flag embassy damascus syria close 12 generalnews source guardian think,0
eng_03bb8ee0e6ab32624d803516edacd90d,middle east crisis live one million syrian expect return first half 2025 say un pun refugee agency ask country refrain forced return say thousand people ha guardian,0
eng_29243a7ff21a897e85bb4b812b609a5c,middle east crisis one child kill every hour gaza un say happen highlight israeli force kill palestinian man dawn raid refugee camp near city generalnews source guardian think,0
eng_a4ffc5dcb426ebe2aceddc57b9ecbfef,migrant crisis put democrat defensive nyc council,0
eng_2b159a4f4e89a570206625b7bc1de5d7,mike penny discuss controversial issue eye 2024 presidential run iop event,0
eng_7953dfebfb9ad975507431cf422b5663,mike penny tough word gop,0
eng_28aca1bc0f09f1a6c459aa5684b8f045,mike penny pair overall indiana state,0
eng_6684167e3356f0eb6c2e17e07478ecee,mike penny could not care less,0
eng_936d8aa87595eb822b9ac3589273c9a2,milwaukee palestinian israeli official outrage war,0
eng_ac6bbed74f7f18d69a5d46655a5dfc18,milwaukee palestinian denounce deadly israeli airstrikes,0
eng_cbb072d49ef190ff95556792a59f9957,minear win gop primarywest seneca bee,0
eng_2638c75f8cc46cbfa8f19c66a735bed9,minnesota restores vote right 50000 felon,0
eng_8fec5590767a588447b0469ef5813ad4,missouri gop choose presidential pick caucus,0
eng_bd7f6970e11824c7738cc1b87771883f,miyares discuss gang violence immigration lynchburglynchburg news advance,0
eng_abf07fcdfd24342fad34add0ca9b3ef5,moderator discuss gop debate reagan,0
eng_6e7f394d07c80a10446e9125401c0f1a,moderator discuss gop debate reagan libraryventura county,0
eng_35a37b54de61130b062a49e3e96d2e57,monkees tulsa concert spur fbi tip propaganda,0
eng_3f9bacc4b53c8cce6c94bfb6df777022,monkees tulsa concert spur fbi tip propagandatulsa,0
eng_bf80ee86c5297579b542be97165a730b,montana tester stand gop senate,0
eng_a5c670266145dd48d098809f605e3717,morale gop shamble,0
eng_4b3f01d89cbb95e28d782e5b0f3a7be1,likely state 51 58 1316 new democratic senator titanic shift electoral college house tilt leave add one state california north house electoral college 2 new democratic senator,0
eng_53c0b9cc9d33ef3578f7a0048c34affb,republican think trump religious romneydeseret,0
eng_2056a83fd5127529f12491851749fbe1,morgan county teen republican hold inaugural meetingmorgan county citizen,0
eng_aceb436b446c4606041af2bf3c67ab93,iowa gop caucusgoers say trump beat biden,0
eng_f3def53f518150a81097cbd55106c86a,likely gop caucusgoers favor fetal,0
eng_5a3c9a5661a0649e5fb8584b10164923,likely gop caucusgoers think trump,0
eng_b5cc336396e0ea20773c38d08e54d4b6,though invested ukraine illegal immigration votered,0
eng_be8d5d885fe460566c7a2c3013e193f6,people not vote not even know electoral college much less work,0
eng_aba4907aefb50156d97c9030cc160f43,muslim turkey follow sharia erdogan populism,0
eng_95f3a74b308280f43cabdf933248c1ee,daughter high school text book say democrat want open border,0
eng_c7da6baafe6165ba2b21e92c882b6d96,low stake conspiracy theory lose source code bloodborne,0
eng_7450a61ab0c250fc2532c58dd2238173,nationality huge practical importance legally not exist without national identity otoh not follow sport largely lurch could much worse place ffs australia stop try emulate britainusaairstrip one,0
eng_407834195cd51ca66633212bc30ee1f5,sister call gift thought achieve high level would enough get wrong child woman pregnant 19 city military occupation never know next bomb would go survive enough,0
eng_c18260a96ad92f59cb8d6d8c0f666d49,sister not know kamala harris,0
eng_b297fde9ece46a6b1f40fffd548162c5,study choice student editorial challenge major judgment,0
eng_a29ce92e75fcbb13a2520ca147ae2aa4,myscgop leader house card fall grip greenville county republican party,0
eng_cccfcf6ef2831ff947c45cd60d720331,nanas house even hell emotional ceasefire polishlegendscandomagic,0
eng_5fccba073da639cfac8284b11edc5ce1,nato expansion russia border not go clap back,0
eng_2b5ebeec78b6b3750971ccaa0ccfbd60,nato take coordination western military aid ukraine blatant necessary move safeguard support mechanism trump,0
eng_3990177f082c4f1ac995731f46f0ab6d,nato take coordination western military aid ukraine plan move widely see aim safeguard support mechanism nato sceptic presidentelect donald trump,0
eng_6896cd7ada76d0778d708ac4e8ca4e09,nato take coordination western military aid ukraine plan source say tuesday move widely see aim safeguard support mechanism nato sceptic presidentelect donald trump,0
eng_54dde3b05be9510ecb5a32e59c3f5654,nato take coordination western military aid ukraine united state,0
eng_322feade47195fb72f933e9f19f9354e,nato take coordination military aid kyiv u source say,0
